participante,comentário
15ae4086-4952-4aac-a16b-5c2852e5e523,pegou todas as vagas de data science
15ae4086-4952-4aac-a16b-5c2852e5e523,espero que seja tão bom quanto ano passado
12c8e1ec-c662-415a-b106-b64ccb7ece3f,muito legal
12c8e1ec-c662-415a-b106-b64ccb7ece3f,a secom desse ano
12c8e1ec-c662-415a-b106-b64ccb7ece3f,pena que os cursos acabaram tão rápido
a9d36446-c85c-43d3-bccf-8084d2231951,apresentações muito boas
a9d36446-c85c-43d3-bccf-8084d2231951,adorei as apresentações
a9d36446-c85c-43d3-bccf-8084d2231951,minicursos
a9d36446-c85c-43d3-bccf-8084d2231951,minicursos ótimos
12c8e1ec-c662-415a-b106-b64ccb7ece3f,animada para ver a cerimônia de premiações
a9d36446-c85c-43d3-bccf-8084d2231951,disponibilidade de cursos muito boa
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,muito bom
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,muito interessante
12c8e1ec-c662-415a-b106-b64ccb7ece3f,animada pafa os mini cursos
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,minicurso com ótima temática
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,ótimos palestrantes
7d582411-e617-4105-8edf-bca7ee066eca,estou gostando dos temas das palestras
7d582411-e617-4105-8edf-bca7ee066eca,da maratona
3e72f254-acab-4aec-ad73-bf9dff9c21ad,ansiosa pelo minicurso
7d582411-e617-4105-8edf-bca7ee066eca,durante os períodos no auditório poderiam deixar o ar um pouco mais quente
548430cf-9b95-4cde-93c2-547a80cdd20e,foi ótimo participar da maratona
548430cf-9b95-4cde-93c2-547a80cdd20e,o evento desse ano foi incrível
548430cf-9b95-4cde-93c2-547a80cdd20e,com certeza vou participar no próximo ano
3e72f254-acab-4aec-ad73-bf9dff9c21ad,as palestras de tem sido ótimas
548430cf-9b95-4cde-93c2-547a80cdd20e,evento de muita qualidade
d0881343-b903-4573-aee3-c821f2e201de,ansioso para os mini cursos
d0881343-b903-4573-aee3-c821f2e201de,a secom podia se a semana inteira
daac9055-17a0-4775-bb21-9c0add9d45ec,muito ansiosa pelo resultado da maratona
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,secom tinha q ser um mês inteiro
66333d64-e1a9-407d-b5ec-e97640fc0bfc,senti falta da organização na hora do coffee break
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,ansiosa pra cerimônia de encerramento
66333d64-e1a9-407d-b5ec-e97640fc0bfc,essa game jam acabou comigo 😵
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,os coffee breaks foram fenomenais
c9e2374f-bf33-4003-b871-6ecb5ae22aee,minicurso nvidia promete
47cacf3f-e0f2-421b-a645-5e0efd6cc615,bom demais
66333d64-e1a9-407d-b5ec-e97640fc0bfc,go4
47cacf3f-e0f2-421b-a645-5e0efd6cc615,fome 😞
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,expectativa tá alta pros jogos da gamejam
98d481f0-cfc5-4976-9bfb-61e179be6958,alguns minicursos poderiam ter mais vagas
98d481f0-cfc5-4976-9bfb-61e179be6958,as programações
98d481f0-cfc5-4976-9bfb-61e179be6958,"datas da secom podeira ser divulgado no email também, seria bom para reforça"
02af807d-7123-444e-b61e-89eaf92be60f,bora mais um dia
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,o encerramento vai ser muito bom
02af807d-7123-444e-b61e-89eaf92be60f,ansioso pelo curso de blockchain
99899b5a-eb3d-4d67-a64f-a143f824a709,game jam até 6h 💀💀
66333d64-e1a9-407d-b5ec-e97640fc0bfc,infelizmente já é o último dia 😭
66333d64-e1a9-407d-b5ec-e97640fc0bfc,"muito interessante o modo de conversa da mesa redonda, gostei bastante"
66333d64-e1a9-407d-b5ec-e97640fc0bfc,nada como um cochilo de 15 min pra aguentar o dia 💀💀
d13dce39-51a4-4170-8b39-f06cb1f6adf6,ansiosa pro coffee break
d13dce39-51a4-4170-8b39-f06cb1f6adf6,queria mt ganhar algum sorteio
d13dce39-51a4-4170-8b39-f06cb1f6adf6,amando a secom
d13dce39-51a4-4170-8b39-f06cb1f6adf6,mini curso mt interessante
e2b6d403-470e-4752-8767-48575bb10c67,"os minicursos são bem dahora,"
e2b6d403-470e-4752-8767-48575bb10c67,é paia so poder fazer 1
e2b6d403-470e-4752-8767-48575bb10c67,dia 3 pedindo pra poder ler todos os comentarios
e2b6d403-470e-4752-8767-48575bb10c67,impossivel de ganhar um sorteio
e2b6d403-470e-4752-8767-48575bb10c67,como os jogos do campeonato de
e2b6d403-470e-4752-8767-48575bb10c67,-sports ainda vão acontecer vai manter as decorações da secom
ef513315-04b4-49b0-ae60-0cfd18608054,muito interessante
ef513315-04b4-49b0-ae60-0cfd18608054,divertido
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,quero uma aba pra ler todos os comentários
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,minicurso de ética muito bom
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,ansiosa para o coffee break
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,o encerramento
b843c3db-fc8f-45a6-8322-19b87391fa20,estou adorando o mini curso de docker ❣
b843c3db-fc8f-45a6-8322-19b87391fa20,todos os coffee-breaks foram incríveis
b843c3db-fc8f-45a6-8322-19b87391fa20,deliciosos 😁
00928f04-9790-4159-aa82-47f636c3ba86,este evento está muito bom
00928f04-9790-4159-aa82-47f636c3ba86,coffe break é ótimo
00928f04-9790-4159-aa82-47f636c3ba86,adorei vir
00928f04-9790-4159-aa82-47f636c3ba86,incrível
02af807d-7123-444e-b61e-89eaf92be60f,cursos muito interessante
02af807d-7123-444e-b61e-89eaf92be60f,boraaaa
a5551753-5cda-4641-bc94-7d92707ef19c,"minicurso de arquitetura de software, quando"
00928f04-9790-4159-aa82-47f636c3ba86,muito massa
f436cb6f-b331-4a0c-ba41-567a1f74ef05,"teve ate figurinha no minicurso, muito bom"
f436cb6f-b331-4a0c-ba41-567a1f74ef05,esse biscoito doce do coffee break hoje tava muito massa
f436cb6f-b331-4a0c-ba41-567a1f74ef05,espero ganhar algo nos sorteios
5bc436a4-ec67-4216-87a7-d9152877d21f,adorando o minicurso de ia
5bc436a4-ec67-4216-87a7-d9152877d21f,amei
5bc436a4-ec67-4216-87a7-d9152877d21f,me divertindo
7d582411-e617-4105-8edf-bca7ee066eca,tô gostando bastante do mini curso de bootcamp
7d582411-e617-4105-8edf-bca7ee066eca,gostei bastante da escolha dos minicursos
45025e25-714c-447c-ad00-3f2880882d2b,.
91c06250-9999-4019-95bb-12b3cfebb7ca,"curso de docker incrível, joão super carismático"
dffbacba-f52d-4fe2-b24e-52d4795954d5,minicursos incriveis
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,ta podendo almossar
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,cara gente fina aqui no docker tá
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,cofe breakequi
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,hj sai eu lá no sorteio ta
dffbacba-f52d-4fe2-b24e-52d4795954d5,aprendendo muito na secom
dffbacba-f52d-4fe2-b24e-52d4795954d5,coffe break muito bom
dffbacba-f52d-4fe2-b24e-52d4795954d5,ansioso para os sorteios
c9e2374f-bf33-4003-b871-6ecb5ae22aee,esses coffee break estão muito bons
c922b921-1305-4fe3-b76c-649887d97eb4,coffe break show
c922b921-1305-4fe3-b76c-649887d97eb4,a sexta poderia comeca6um pouco mais tarde
c922b921-1305-4fe3-b76c-649887d97eb4,professores da noite também poderiam liberar para secom
c922b921-1305-4fe3-b76c-649887d97eb4,em geral foi ótimo
43aca24c-d788-497e-8521-06df728eeaf8,esse cafezinho nesse friozinho foi cirúrgico
43aca24c-d788-497e-8521-06df728eeaf8,melhor minicurso >>> smart contract
8b532002-32a9-47b8-a068-f68ebed037cd,subestimaram o minicurso de comandos linux do eduardo
8b532002-32a9-47b8-a068-f68ebed037cd,moscaro
8b532002-32a9-47b8-a068-f68ebed037cd,tamo aprendendo muito
8b532002-32a9-47b8-a068-f68ebed037cd,professores da noite poderiam liberar pra secom²
7568d4e3-7c42-4c07-9246-161f8f144017,compiladores é o maior terror deste curso kkkkk
ef513315-04b4-49b0-ae60-0cfd18608054,muito produtivo
7568d4e3-7c42-4c07-9246-161f8f144017,"ótimos coffee breaks, o café está sempre muito bom"
8b532002-32a9-47b8-a068-f68ebed037cd,"verdade né, será que a internet vai funcionar durante o encerramento"
d0881343-b903-4573-aee3-c821f2e201de,podia ter prêmio pro quarto
d0881343-b903-4573-aee3-c821f2e201de,quinto lugar
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,ouvi falar bem do minicurso de ia
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,ouvi falar bem do minicurso de docker
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,ouvi falar bem do minicurso da nvidia
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,solange aerasou
f89542a1-a135-47ef-879d-0bfa3b345d80,coffee breaks excelentes
f89542a1-a135-47ef-879d-0bfa3b345d80,minicurso excepcional
f89542a1-a135-47ef-879d-0bfa3b345d80,enriquecedor
32724cee-7c33-4b98-a90c-4d0203f9d84a,tô ficando sem ideia para comentário
32724cee-7c33-4b98-a90c-4d0203f9d84a,fim uma cripto moedas chamada aura
32724cee-7c33-4b98-a90c-4d0203f9d84a,agora tenho muita aura
32724cee-7c33-4b98-a90c-4d0203f9d84a,massa
4a38eef3-4375-45b4-b386-649cb518c20b,nossa o cursor de docker é mito legal
700f7b0c-46a5-4f88-b605-7015d0660e2b,ótimos minicursos
700f7b0c-46a5-4f88-b605-7015d0660e2b,bom conteúdo
700f7b0c-46a5-4f88-b605-7015d0660e2b,evento muito bom
a5551753-5cda-4641-bc94-7d92707ef19c,o minicurso de gpu precisa voltar ano que vem
226440c8-ce0c-42b8-a37b-8435e915955d,adororando o mini curso
226440c8-ce0c-42b8-a37b-8435e915955d,ansiosa para o encerramento
b843c3db-fc8f-45a6-8322-19b87391fa20,"muito bom o mini curso, pena que é pouco tempo"
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,a palestra de docker é muito boa
98d481f0-cfc5-4976-9bfb-61e179be6958,curso de engenharia de dados está muito bom
d0881343-b903-4573-aee3-c821f2e201de,gostaria que tivesse mais tempo de mini curso
f89542a1-a135-47ef-879d-0bfa3b345d80,alimentação nota 10
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,o palestrante do curso de docker é muito bom chamem ele de novo
b843c3db-fc8f-45a6-8322-19b87391fa20,mymobiconf está sendo incrível
b843c3db-fc8f-45a6-8322-19b87391fa20,ajudando muito a fazer uma secom ainda melhor
226440c8-ce0c-42b8-a37b-8435e915955d,quero saber o resultado da gamejan
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,estou na espera pelos sorteios no final da secom
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,qual serão os prêmios sorteados na secom hj
47cacf3f-e0f2-421b-a645-5e0efd6cc615,o joão do minicurso de docker é muito foda
99899b5a-eb3d-4d67-a64f-a143f824a709,o minicurso de linux deveria ser parte do currículo do curso
99899b5a-eb3d-4d67-a64f-a143f824a709,"essencial, extremamente útil já desde o segundo período"
43aca24c-d788-497e-8521-06df728eeaf8,poderia ter mais 30 minutinhos o almoço
19f49226-5a60-463b-85d3-ac562e4eddc4,"dudu antunes é o goat dos minicursos, uma lenda"
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,muitíssimo bom o minicurso do smart contract
913cf695-2ce7-40c2-a996-ce8bff7ee32c,"gente, essa secom está incrível"
19f49226-5a60-463b-85d3-ac562e4eddc4,minicurso de dados muito maneiro
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,alguem quer um nft
19f49226-5a60-463b-85d3-ac562e4eddc4,animado pra premiação
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,aceito doação de etherium ou bitcoin
913cf695-2ce7-40c2-a996-ce8bff7ee32c,já estou ansiosa pra secom de 2026
19f49226-5a60-463b-85d3-ac562e4eddc4,anisoso pro resultado da gamejam
913cf695-2ce7-40c2-a996-ce8bff7ee32c,o melhor evento do ano
daac9055-17a0-4775-bb21-9c0add9d45ec,muito bom os minicursos
913cf695-2ce7-40c2-a996-ce8bff7ee32c,o minicurso de data science está incrível
daac9055-17a0-4775-bb21-9c0add9d45ec,secom melhor semana
ef513315-04b4-49b0-ae60-0cfd18608054,ótimo minicurso
daac9055-17a0-4775-bb21-9c0add9d45ec,ansiosa pelos resultados das competições
61070f87-e362-47bc-b690-aa075a9fd9b7,estou gostando muito do evento
61070f87-e362-47bc-b690-aa075a9fd9b7,muito informativo
37ec55d9-b848-47bd-9a33-f64afd2dd867,bom
d51c3bbb-185b-4a34-848a-607621bd7cc2,bom!
d51c3bbb-185b-4a34-848a-607621bd7cc2,melhor minicurso data science com gpu
d51c3bbb-185b-4a34-848a-607621bd7cc2,melhor secom
d51c3bbb-185b-4a34-848a-607621bd7cc2,bom demais
c9e2374f-bf33-4003-b871-6ecb5ae22aee,quero só ver o último coffee break 🤭
c9e2374f-bf33-4003-b871-6ecb5ae22aee,secom
f89542a1-a135-47ef-879d-0bfa3b345d80,ministrações dos minicursos são incrivelmente capacitados
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,minicurso de muito aprendizado
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,muito boa organização
43aca24c-d788-497e-8521-06df728eeaf8,arquitetura insana de contratos inteligentes
43aca24c-d788-497e-8521-06df728eeaf8,ansioso pro resultado da maratona
db9bfd41-6887-42b5-af12-0353800ae182,gostei das palestras
db9bfd41-6887-42b5-af12-0353800ae182,podia até ter mais palestras
db9bfd41-6887-42b5-af12-0353800ae182,já estou esperando as do próximo ano
226440c8-ce0c-42b8-a37b-8435e915955d,ja quero o coffee-break kkkkkkkkkk
db9bfd41-6887-42b5-af12-0353800ae182,gostei da secom
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,"patrocínio da breadlife, uma das melhores parcerias"
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,muita coisa boa
070db213-148d-45f2-8d8a-a0533d8ed2b1,bem interessante os mini cursos
070db213-148d-45f2-8d8a-a0533d8ed2b1,poderiam disponibilizar os materiais utilizados
3e72f254-acab-4aec-ad73-bf9dff9c21ad,muito bom os minicursos
3e72f254-acab-4aec-ad73-bf9dff9c21ad,ansiosa pelos resultados
2841ae4b-ef6a-4661-94a3-9777a70ec034,mini curso da nvidia muito bem apresentado
2841ae4b-ef6a-4661-94a3-9777a70ec034,o professor do curso da gpu é muito bem preparado sobre o assunto
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,infelizmente ta acabando
91c06250-9999-4019-95bb-12b3cfebb7ca,incrível o minicurso de docker
91c06250-9999-4019-95bb-12b3cfebb7ca,"feliz em saber que ainda terá mais dias de secom, além dessa semana"
8b532002-32a9-47b8-a068-f68ebed037cd,tá osso
f89542a1-a135-47ef-879d-0bfa3b345d80,os temas dos minicursos são muito inovadores
f89542a1-a135-47ef-879d-0bfa3b345d80,interessantes
91c06250-9999-4019-95bb-12b3cfebb7ca,"ansioso para ver os resultados da game jam, fiquei sabendo que o pessoal nem dormiu kkkkk"
98d481f0-cfc5-4976-9bfb-61e179be6958,coffee break tá muito bom
ef513315-04b4-49b0-ae60-0cfd18608054,aprendi muita coisa
f436cb6f-b331-4a0c-ba41-567a1f74ef05,"vim procurando docker,"
f436cb6f-b331-4a0c-ba41-567a1f74ef05,recebi muito mais
667d742e-3fdf-457b-b63c-7a8befc9bee4,o minicurso de docker foi ótimo
9764ca16-8169-496a-86f2-8b5413a49083,minicurso excelente
47cacf3f-e0f2-421b-a645-5e0efd6cc615,tinha safados usando extensão pra ganhar no kahoot hoje do minicurso
47cacf3f-e0f2-421b-a645-5e0efd6cc615,vagabundos kkkkkkk
9764ca16-8169-496a-86f2-8b5413a49083,muito interessante
9764ca16-8169-496a-86f2-8b5413a49083,me agregou bastante
9764ca16-8169-496a-86f2-8b5413a49083,gostei muito
4a38eef3-4375-45b4-b386-649cb518c20b,muito bom os minicursos
4a38eef3-4375-45b4-b386-649cb518c20b,queria ter feito o curso de gpu
66333d64-e1a9-407d-b5ec-e97640fc0bfc,"muito bom esse minicurso, palestrante sabe muito sobre o tema"
f89542a1-a135-47ef-879d-0bfa3b345d80,ufv é uma mãe
9cd6db67-067e-45e7-8db9-db3f3a10afc6,minicurso de docker muito top
e7beddd6-a427-4574-9b82-87ccdf34a101,o minicurso de docker foi muito bom
9aa2b218-1ce5-4019-8e59-cefd44bc9866,que minicurso
9aa2b218-1ce5-4019-8e59-cefd44bc9866,muito bacana
e7beddd6-a427-4574-9b82-87ccdf34a101,muito bom
9aa2b218-1ce5-4019-8e59-cefd44bc9866,muito banana
f89542a1-a135-47ef-879d-0bfa3b345d80,ansioso pelos sorteios
f89542a1-a135-47ef-879d-0bfa3b345d80,"comi bastante, nota 10"
f89542a1-a135-47ef-879d-0bfa3b345d80,almoço bacana a com pão de queijo
9cd6db67-067e-45e7-8db9-db3f3a10afc6,quero ganhar um brinde hehehe
a5551753-5cda-4641-bc94-7d92707ef19c,os minicursos estavam muito bons
86cb75a4-c315-4d9a-9289-8ea110fc8799,bom
9cd6db67-067e-45e7-8db9-db3f3a10afc6,tinha que dá pra fazer mais de 1 minicurso de tão bom
86cb75a4-c315-4d9a-9289-8ea110fc8799,interessante o mini curso
a5551753-5cda-4641-bc94-7d92707ef19c,ótima secom
a5551753-5cda-4641-bc94-7d92707ef19c,esperando o ano que vem
86cb75a4-c315-4d9a-9289-8ea110fc8799,adorei o evento
86cb75a4-c315-4d9a-9289-8ea110fc8799,ansioso para o sorteio
9cd6db67-067e-45e7-8db9-db3f3a10afc6,"achei legal de participar dela comissão, tava top a secom"
1a2cfcd0-081c-413f-b184-3104f229f33d,oii
e7beddd6-a427-4574-9b82-87ccdf34a101,top
e7beddd6-a427-4574-9b82-87ccdf34a101,topzera
2841ae4b-ef6a-4661-94a3-9777a70ec034,"secom muito boa, superou tudo"
7064b0be-2b69-4b72-b749-c7057e244714,gostei muito do minicurso
2841ae4b-ef6a-4661-94a3-9777a70ec034,os brindes estão absurdos
e7beddd6-a427-4574-9b82-87ccdf34a101,excelente
667d742e-3fdf-457b-b63c-7a8befc9bee4,animado pra ver quem vai ganhar a maratona
7568d4e3-7c42-4c07-9246-161f8f144017,ótimo mini curso
e7beddd6-a427-4574-9b82-87ccdf34a101,excelente trabalho
7568d4e3-7c42-4c07-9246-161f8f144017,ansioso para os brindes
e7beddd6-a427-4574-9b82-87ccdf34a101,"muito
bom"
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,o minicurso de blockchain foi maravilhoso
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,temas muito interessantes dos minicursos
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,organização muito boa
24c725a4-20aa-4ce4-9d18-b194d3bdd5be,😁😁
47cacf3f-e0f2-421b-a645-5e0efd6cc615,glaucia me tirou da dieta
ad08e116-810d-4533-a7c6-9782fcb55f6d,ótimo curso
ad08e116-810d-4533-a7c6-9782fcb55f6d,teste 1
ad08e116-810d-4533-a7c6-9782fcb55f6d,excelentes lanches
ad08e116-810d-4533-a7c6-9782fcb55f6d,coffee break
1a2cfcd0-081c-413f-b184-3104f229f33d,nn
1a2cfcd0-081c-413f-b184-3104f229f33d,n
1a2cfcd0-081c-413f-b184-3104f229f33d,j
1a2cfcd0-081c-413f-b184-3104f229f33d,oi
1a2cfcd0-081c-413f-b184-3104f229f33d,bom
1a2cfcd0-081c-413f-b184-3104f229f33d,joia
1a2cfcd0-081c-413f-b184-3104f229f33d,simistro
7064b0be-2b69-4b72-b749-c7057e244714,os comentários nao estão atualizando nas missões
7064b0be-2b69-4b72-b749-c7057e244714,teste
7064b0be-2b69-4b72-b749-c7057e244714,agora foi
7064b0be-2b69-4b72-b749-c7057e244714,ansioso pro sorteio
61070f87-e362-47bc-b690-aa075a9fd9b7,evento maravilhoso
61070f87-e362-47bc-b690-aa075a9fd9b7,aprendi muito
50ab66a7-9677-44ec-b7d4-be69f3d11d87,mt boa a secom
61070f87-e362-47bc-b690-aa075a9fd9b7,muito bom estar participando de tudo
50ab66a7-9677-44ec-b7d4-be69f3d11d87,👏
50ab66a7-9677-44ec-b7d4-be69f3d11d87,mt bom o coffee break
61070f87-e362-47bc-b690-aa075a9fd9b7,mine curso agregou muito
61070f87-e362-47bc-b690-aa075a9fd9b7,certificado muito bom
61070f87-e362-47bc-b690-aa075a9fd9b7,ansioso pelo ano que vem
db9bfd41-6887-42b5-af12-0353800ae182,boa palestra
5c812191-4a89-40c2-ad20-11d17bed69a1,a
5c812191-4a89-40c2-ad20-11d17bed69a1,v
5c812191-4a89-40c2-ad20-11d17bed69a1,h
5c812191-4a89-40c2-ad20-11d17bed69a1,k
4f2f31a6-17cf-41cf-abce-affe831515c7,😁👍
98f8bdd8-3510-4dde-bb71-9de29ba13bd9,a
09a5e729-ec44-4c1b-b9b3-d01701ef2e51,evento muito bom
09a5e729-ec44-4c1b-b9b3-d01701ef2e51,palestras bem trabalhadas
09a5e729-ec44-4c1b-b9b3-d01701ef2e51,boa maratona
09a5e729-ec44-4c1b-b9b3-d01701ef2e51,boa gamejam
09a5e729-ec44-4c1b-b9b3-d01701ef2e51,muito bom
99899b5a-eb3d-4d67-a64f-a143f824a709,coffee break da tarde foi o melhor de todas as secoms
99899b5a-eb3d-4d67-a64f-a143f824a709,parabéns aos envolvidos 👏👏👏
40e23675-8f02-4354-a49c-3a3e0f6c2687,obrigado por este momento
667d742e-3fdf-457b-b63c-7a8befc9bee4,animado pra ver os jogos da gamejam
09a5e729-ec44-4c1b-b9b3-d01701ef2e51,legal
09a5e729-ec44-4c1b-b9b3-d01701ef2e51,maratona perfeita
09a5e729-ec44-4c1b-b9b3-d01701ef2e51,ótimos minicursos
09a5e729-ec44-4c1b-b9b3-d01701ef2e51,excelente
40e23675-8f02-4354-a49c-3a3e0f6c2687,precisamos de mais eventos assim
40e23675-8f02-4354-a49c-3a3e0f6c2687,melhor evento de computação que já participei na vida
40e23675-8f02-4354-a49c-3a3e0f6c2687,muito agradecido a organização
40e23675-8f02-4354-a49c-3a3e0f6c2687,os minicursos foram muito bons
40e23675-8f02-4354-a49c-3a3e0f6c2687,aprendi muito
40e23675-8f02-4354-a49c-3a3e0f6c2687,gostei
40e23675-8f02-4354-a49c-3a3e0f6c2687,espero vir na próxima
40e23675-8f02-4354-a49c-3a3e0f6c2687,gostei muito da camiseta
00928f04-9790-4159-aa82-47f636c3ba86,gostei do evento
00928f04-9790-4159-aa82-47f636c3ba86,minicurso divertid
00928f04-9790-4159-aa82-47f636c3ba86,tttt
00928f04-9790-4159-aa82-47f636c3ba86,fsdf
99899b5a-eb3d-4d67-a64f-a143f824a709,eu vivi
99899b5a-eb3d-4d67-a64f-a143f824a709,vivi o suficiente para ver o guto gerado por ia se transformando em cavalo
070db213-148d-45f2-8d8a-a0533d8ed2b1,sacanagem esse podium aí em
070db213-148d-45f2-8d8a-a0533d8ed2b1,tatu bolinha merecia no mínimo podium
