participante,comentário,dia
98d481f0-cfc5-4976-9bfb-61e179be6958,Maratona de programação apesar de difícil foi muito divertida.,25/09/2025 15:05
c922b921-1305-4fe3-b76c-649887d97eb4,Vocês costumam trabalhar mais com melhorias em projetos antigos ou com implementação de novos projetos?,25/09/2025 15:18
c922b921-1305-4fe3-b76c-649887d97eb4,Com a implementação das IAs dentro da empresa vocês acham que a contratação de estagiário/juniores diminuiu?,25/09/2025 15:18
47cacf3f-e0f2-421b-a645-5e0efd6cc615,Pessoal boca suja do Studio sol,25/09/2025 15:22
c922b921-1305-4fe3-b76c-649887d97eb4,Pra entrar na empresa você tem que entender de música?,25/09/2025 15:22
070db213-148d-45f2-8d8a-a0533d8ed2b1,"Estou amando as palestras ",25/09/2025 15:26
4395eb8b-e6f9-4282-85dc-98453a11cc3e,🥳🥳,25/09/2025 15:26
98d481f0-cfc5-4976-9bfb-61e179be6958,Muito bom os palestrantes falarem sobre  sua jornada academia até conseguirem entrar no mercado de trabalho.,25/09/2025 15:26
4395eb8b-e6f9-4282-85dc-98453a11cc3e,🥳🥳,25/09/2025 15:26
4395eb8b-e6f9-4282-85dc-98453a11cc3e,🥳🥳,25/09/2025 15:27
4a38eef3-4375-45b4-b386-649cb518c20b,ai q fominha,25/09/2025 15:29
070db213-148d-45f2-8d8a-a0533d8ed2b1,Time da studiosol nos e-esportes da secom quando ?,25/09/2025 15:30
3e72f254-acab-4aec-ad73-bf9dff9c21ad,"Muito legal a palestra ",25/09/2025 15:33
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,que formulário foi esse uai????,25/09/2025 15:42
91c06250-9999-4019-95bb-12b3cfebb7ca,Muito legal as apresentações de hoje,25/09/2025 15:48
91c06250-9999-4019-95bb-12b3cfebb7ca,"Coffee break sempre superando as expectativas ",25/09/2025 15:48
a5551753-5cda-4641-bc94-7d92707ef19c,Voto pro Coffee break livre permanecer,25/09/2025 16:05
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,Os slides serão disponibilizados?,25/09/2025 16:15
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,Vem promeu time de valorant!!!,25/09/2025 16:15
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,Quero trabalhar na levty!!!,25/09/2025 16:16
91c06250-9999-4019-95bb-12b3cfebb7ca,Muito bacana,25/09/2025 16:18
24c725a4-20aa-4ce4-9d18-b194d3bdd5be,😁,25/09/2025 16:20
24c725a4-20aa-4ce4-9d18-b194d3bdd5be,🎉🎉,25/09/2025 16:21
24c725a4-20aa-4ce4-9d18-b194d3bdd5be,🎉🎉,25/09/2025 16:21
daac9055-17a0-4775-bb21-9c0add9d45ec,As palestras estão muito legal!,25/09/2025 16:22
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,queria o sorteio do studiosol :(,25/09/2025 16:22
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,"Coffee-break excelente ",25/09/2025 16:22
daac9055-17a0-4775-bb21-9c0add9d45ec,"A studio sol tem as melhores palestras ",25/09/2025 16:22
daac9055-17a0-4775-bb21-9c0add9d45ec,"A maratona é a melhor parte do evento ",25/09/2025 16:22
4a38eef3-4375-45b4-b386-649cb518c20b,levty é goat,25/09/2025 16:23
c9e2374f-bf33-4003-b871-6ecb5ae22aee,Quero brindes hem 🤭,25/09/2025 16:23
c9e2374f-bf33-4003-b871-6ecb5ae22aee,"SECOM tá bom de mais ",25/09/2025 16:24
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,"Ótima Secom ",25/09/2025 16:25
98d481f0-cfc5-4976-9bfb-61e179be6958,Palestra da SECON tão muito boas.,25/09/2025 16:31
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,"O coffe break estava ótimo ",25/09/2025 16:32
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,Queria que tivesse mais tempo para perguntas nas palestras,25/09/2025 16:33
3d6d0870-4d2b-4b19-942d-fa56cf8cbad9,"Adorei o tema de capivaras na maratona de programação ",25/09/2025 16:33
7064b0be-2b69-4b72-b749-c7057e244714,"adorei a palestra do studiosol & letras ",25/09/2025 16:36
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,"Bolsa da sydle já virou tradição! ",25/09/2025 16:38
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,"Muito bem organizado a tarde da indústria! ",25/09/2025 16:38
667d742e-3fdf-457b-b63c-7a8befc9bee4,"O coffee break foi ótimo ",25/09/2025 16:39
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,"Muito bom! ",25/09/2025 16:39
226440c8-ce0c-42b8-a37b-8435e915955d,"O bolinho do Coffe Break estava uma delícia ",25/09/2025 16:41
2841ae4b-ef6a-4661-94a3-9777a70ec034,"Palestra do Studio sol muito bom, tema muito relevante
",25/09/2025 16:50
2841ae4b-ef6a-4661-94a3-9777a70ec034,"A logística de quando encerra uma palestra e inicia outra ter que ler que sair do local onde está para escanear o qrcode, gera muita confusão ",25/09/2025 16:51
070db213-148d-45f2-8d8a-a0533d8ed2b1,Muito bom !!!,25/09/2025 16:51
2841ae4b-ef6a-4661-94a3-9777a70ec034,"Palestra da levty muito boa ",25/09/2025 16:52
7064b0be-2b69-4b72-b749-c7057e244714,bacana dms a palestra da levty,25/09/2025 16:52
d51c3bbb-185b-4a34-848a-607621bd7cc2,Muito bom,25/09/2025 16:53
d51c3bbb-185b-4a34-848a-607621bd7cc2,Top,25/09/2025 16:53
d51c3bbb-185b-4a34-848a-607621bd7cc2,Legal demais,25/09/2025 16:53
dffbacba-f52d-4fe2-b24e-52d4795954d5,Muita boa palestra,25/09/2025 16:55
dffbacba-f52d-4fe2-b24e-52d4795954d5,Incrivel,25/09/2025 16:55
dffbacba-f52d-4fe2-b24e-52d4795954d5,Muito massa a secom,25/09/2025 17:34
dffbacba-f52d-4fe2-b24e-52d4795954d5,Palestras de peso!,25/09/2025 17:34
dffbacba-f52d-4fe2-b24e-52d4795954d5,Muito conhecimento compartilhado,25/09/2025 17:34
226440c8-ce0c-42b8-a37b-8435e915955d,Qse acabando o tempo da gamejan!!!,25/09/2025 18:00
99899b5a-eb3d-4d67-a64f-a143f824a709,Game Jam adiada 6h 🙏🙏🙏,25/09/2025 18:50
9764ca16-8169-496a-86f2-8b5413a49083,Foi ótimo!,25/09/2025 22:59
9764ca16-8169-496a-86f2-8b5413a49083,Achei muito boa as palestras!,25/09/2025 22:59
9764ca16-8169-496a-86f2-8b5413a49083,Conteúdos muito interessantes!,25/09/2025 22:59
30b0814c-9041-44a2-abfc-cc24393a1faa,oi pessoal,26/09/2025 00:46
8b532002-32a9-47b8-a068-f68ebed037cd,"Muito obrigado, para todos os envolvidos na organização da GameJam.",26/09/2025 01:06
8b532002-32a9-47b8-a068-f68ebed037cd,Os check-ins dese dia ficaram meio estranhos.,26/09/2025 01:07
8b532002-32a9-47b8-a068-f68ebed037cd,"No mais, é isso.",26/09/2025 01:08
15ae4086-4952-4aac-a16b-5c2852e5e523,Bom dia gente,26/09/2025 07:38
15ae4086-4952-4aac-a16b-5c2852e5e523,Mé q cês tão?,26/09/2025 07:38
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,ótimos minicursos de hoje!,26/09/2025 07:40
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,o que será o coffe break final 🤨,26/09/2025 07:41
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,ansiosa para os brindes!!,26/09/2025 07:41
b062d0fa-ab85-4add-a5ec-4129e1e22c4c,ansiosa pro resultado da game jam!!,26/09/2025 07:41
15ae4086-4952-4aac-a16b-5c2852e5e523,Bom minicurso para todos. Ate o povo que entrou antes e pegou todas as vagas de data science,26/09/2025 07:41
15ae4086-4952-4aac-a16b-5c2852e5e523,Espero que seja tão bom quanto ano passado...,26/09/2025 07:43
12c8e1ec-c662-415a-b106-b64ccb7ece3f,Muito legal. a secom desse ano!!,26/09/2025 08:04
12c8e1ec-c662-415a-b106-b64ccb7ece3f,Pena que os cursos acabaram tão rápido!,26/09/2025 08:04
a9d36446-c85c-43d3-bccf-8084d2231951,Apresentações muito boas,26/09/2025 08:04
a9d36446-c85c-43d3-bccf-8084d2231951,Adorei as apresentações e minicursos,26/09/2025 08:05
a9d36446-c85c-43d3-bccf-8084d2231951,Minicursos ótimos,26/09/2025 08:05
12c8e1ec-c662-415a-b106-b64ccb7ece3f,Animada para ver a cerimônia de premiações!,26/09/2025 08:05
a9d36446-c85c-43d3-bccf-8084d2231951,Disponibilidade de cursos muito boa,26/09/2025 08:05
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,Muito bom,26/09/2025 08:07
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,"Muito interessante ",26/09/2025 08:07
12c8e1ec-c662-415a-b106-b64ccb7ece3f,Animada pafa os mini cursos!,26/09/2025 08:07
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,"Minicurso com ótima temática ",26/09/2025 08:07
e20a2ffa-39db-4246-8766-1c3a6ddc4c7e,Ótimos palestrantes,26/09/2025 08:07
7d582411-e617-4105-8edf-bca7ee066eca,Estou gostando dos temas das palestras e da maratona,26/09/2025 08:08
3e72f254-acab-4aec-ad73-bf9dff9c21ad,"Ansiosa pelo minicurso ",26/09/2025 08:08
7d582411-e617-4105-8edf-bca7ee066eca,"Durante os períodos no auditório poderiam deixar o ar um pouco mais quente ",26/09/2025 08:08
548430cf-9b95-4cde-93c2-547a80cdd20e,Foi ótimo participar da maratona!,26/09/2025 08:09
548430cf-9b95-4cde-93c2-547a80cdd20e,O evento desse ano foi incrível!,26/09/2025 08:09
548430cf-9b95-4cde-93c2-547a80cdd20e,Com certeza vou participar no próximo ano,26/09/2025 08:10
3e72f254-acab-4aec-ad73-bf9dff9c21ad,As palestras de tem sido ótimas,26/09/2025 08:10
548430cf-9b95-4cde-93c2-547a80cdd20e,Evento de muita qualidade!,26/09/2025 08:11
d0881343-b903-4573-aee3-c821f2e201de,"Ansioso para os mini cursos ",26/09/2025 08:11
d0881343-b903-4573-aee3-c821f2e201de,"A secom podia se a semana inteira ",26/09/2025 08:19
daac9055-17a0-4775-bb21-9c0add9d45ec,"Muito ansiosa pelo resultado da maratona ",26/09/2025 08:20
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,"Secom tinha q ser um mês inteiro ",26/09/2025 08:20
66333d64-e1a9-407d-b5ec-e97640fc0bfc,"Senti falta da organização na hora do coffee break ",26/09/2025 08:21
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,"ansiosa pra cerimônia de encerramento ",26/09/2025 08:22
66333d64-e1a9-407d-b5ec-e97640fc0bfc,Essa game Jam acabou comigo 😵,26/09/2025 08:22
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,os coffee breaks foram fenomenais!!,26/09/2025 08:22
c9e2374f-bf33-4003-b871-6ecb5ae22aee,"Minicurso NVIDIA promete ",26/09/2025 08:23
47cacf3f-e0f2-421b-a645-5e0efd6cc615,"Bom demais ",26/09/2025 08:24
66333d64-e1a9-407d-b5ec-e97640fc0bfc,"Go4 ",26/09/2025 08:24
47cacf3f-e0f2-421b-a645-5e0efd6cc615,Fome 😞,26/09/2025 08:25
86cc2ad1-6ef4-4b63-8d8f-c512cc96589d,"Expectativa tá alta pros jogos da gamejam ",26/09/2025 08:25
98d481f0-cfc5-4976-9bfb-61e179be6958,"Alguns minicursos poderiam ter mais vagas ",26/09/2025 08:26
98d481f0-cfc5-4976-9bfb-61e179be6958,"As programações e datas da Secom podeira ser divulgado no email também, seria bom para reforça.",26/09/2025 08:27
02af807d-7123-444e-b61e-89eaf92be60f,"Bora mais um dia! ",26/09/2025 08:31
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,o encerramento vai ser muito bom,26/09/2025 08:32
02af807d-7123-444e-b61e-89eaf92be60f,Ansioso pelo curso de blockchain,26/09/2025 08:32
99899b5a-eb3d-4d67-a64f-a143f824a709,Game Jam até 6h 💀💀,26/09/2025 08:33
66333d64-e1a9-407d-b5ec-e97640fc0bfc,Infelizmente já é o último dia 😭,26/09/2025 08:39
66333d64-e1a9-407d-b5ec-e97640fc0bfc,"Muito interessante o modo de conversa da mesa redonda, gostei bastante ",26/09/2025 08:43
66333d64-e1a9-407d-b5ec-e97640fc0bfc,Nada como um cochilo de 15 min pra aguentar o dia 💀💀,26/09/2025 08:46
d13dce39-51a4-4170-8b39-f06cb1f6adf6,Ansiosa pro coffee break,26/09/2025 08:54
d13dce39-51a4-4170-8b39-f06cb1f6adf6,Queria mt ganhar algum sorteio,26/09/2025 08:58
d13dce39-51a4-4170-8b39-f06cb1f6adf6,Amando a secom,26/09/2025 08:58
d13dce39-51a4-4170-8b39-f06cb1f6adf6,Mini curso mt interessante,26/09/2025 08:59
e2b6d403-470e-4752-8767-48575bb10c67,"Os minicursos são bem dahora, mas é paia so poder fazer 1",26/09/2025 09:02
e2b6d403-470e-4752-8767-48575bb10c67,Dia 3 pedindo pra poder ler todos os comentarios,26/09/2025 09:02
e2b6d403-470e-4752-8767-48575bb10c67,Impossivel de ganhar um sorteio,26/09/2025 09:02
e2b6d403-470e-4752-8767-48575bb10c67,Como os jogos do campeonato de e-sports ainda vão acontecer vai manter as decorações da secom?,26/09/2025 09:03
ef513315-04b4-49b0-ae60-0cfd18608054,Muito interessante e divertido.,26/09/2025 09:05
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,quero uma aba pra ler todos os comentários!,26/09/2025 09:24
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,minicurso de ética muito bom!,26/09/2025 09:27
a6ec5f50-aa66-4ad4-8b97-10a6f9eacaad,"ansiosa para o coffee break e o encerramento ",26/09/2025 09:28
b843c3db-fc8f-45a6-8322-19b87391fa20,Estou adorando o mini curso de Docker ❣,26/09/2025 09:47
b843c3db-fc8f-45a6-8322-19b87391fa20,Todos os coffee-breaks foram incríveis e deliciosos 😁,26/09/2025 09:48
00928f04-9790-4159-aa82-47f636c3ba86,"Este evento está muito bom ",26/09/2025 10:02
00928f04-9790-4159-aa82-47f636c3ba86,"Coffe break é ótimo ",26/09/2025 10:02
00928f04-9790-4159-aa82-47f636c3ba86,"Adorei vir ",26/09/2025 10:02
00928f04-9790-4159-aa82-47f636c3ba86,"Incrível ",26/09/2025 10:02
02af807d-7123-444e-b61e-89eaf92be60f,"Cursos muito interessante ",26/09/2025 10:03
02af807d-7123-444e-b61e-89eaf92be60f,Boraaaa,26/09/2025 10:03
a5551753-5cda-4641-bc94-7d92707ef19c,"Minicurso de arquitetura de software, quando?",26/09/2025 10:04
00928f04-9790-4159-aa82-47f636c3ba86,"Muito massa ",26/09/2025 10:04
f436cb6f-b331-4a0c-ba41-567a1f74ef05,"Teve ate figurinha no minicurso, muito bom",26/09/2025 10:05
f436cb6f-b331-4a0c-ba41-567a1f74ef05,Esse biscoito doce do coffee break hoje tava muito massa,26/09/2025 10:05
f436cb6f-b331-4a0c-ba41-567a1f74ef05,Espero ganhar algo nos sorteios,26/09/2025 10:05
5bc436a4-ec67-4216-87a7-d9152877d21f,Adorando o minicurso de IA,26/09/2025 10:11
5bc436a4-ec67-4216-87a7-d9152877d21f,Amei,26/09/2025 10:11
5bc436a4-ec67-4216-87a7-d9152877d21f,Me divertindo!!,26/09/2025 10:12
5bc436a4-ec67-4216-87a7-d9152877d21f,Amei,26/09/2025 10:12
7d582411-e617-4105-8edf-bca7ee066eca,"Tô gostando bastante do mini curso de bootcamp ",26/09/2025 10:21
7d582411-e617-4105-8edf-bca7ee066eca,Gostei bastante da escolha dos minicursos,26/09/2025 10:21
45025e25-714c-447c-ad00-3f2880882d2b,.,26/09/2025 10:24
45025e25-714c-447c-ad00-3f2880882d2b,.,26/09/2025 10:24
45025e25-714c-447c-ad00-3f2880882d2b,.,26/09/2025 10:24
45025e25-714c-447c-ad00-3f2880882d2b,.,26/09/2025 10:24
91c06250-9999-4019-95bb-12b3cfebb7ca,"Curso de docker incrível, João super carismático ",26/09/2025 10:38
dffbacba-f52d-4fe2-b24e-52d4795954d5,Minicursos incriveis,26/09/2025 10:38
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,ta podendo almossar?,26/09/2025 10:39
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,"cara gente fina aqui no docker tá ",26/09/2025 10:39
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,cofe breakequi,26/09/2025 10:39
219bdf7f-fa3a-4d8f-9e33-b83980cc7afb,hj sai eu lá no sorteio ta,26/09/2025 10:40
dffbacba-f52d-4fe2-b24e-52d4795954d5,Aprendendo muito na secom,26/09/2025 10:41
dffbacba-f52d-4fe2-b24e-52d4795954d5,Coffe break muito bom,26/09/2025 10:41
dffbacba-f52d-4fe2-b24e-52d4795954d5,Ansioso para os sorteios,26/09/2025 10:42
c9e2374f-bf33-4003-b871-6ecb5ae22aee,"Esses coffee break estão muito bons ",26/09/2025 10:50
c922b921-1305-4fe3-b76c-649887d97eb4,Coffe break show,26/09/2025 10:50
c922b921-1305-4fe3-b76c-649887d97eb4,A sexta poderia comeca6um pouco mais tarde,26/09/2025 10:51
c922b921-1305-4fe3-b76c-649887d97eb4,Professores da noite também poderiam liberar para secom,26/09/2025 10:51
c922b921-1305-4fe3-b76c-649887d97eb4,"Em geral foi ótimo ",26/09/2025 10:52
43aca24c-d788-497e-8521-06df728eeaf8,"Esse cafezinho nesse friozinho foi cirúrgico ",26/09/2025 11:10
43aca24c-d788-497e-8521-06df728eeaf8,"Melhor minicurso >>> smart contract ",26/09/2025 11:11
8b532002-32a9-47b8-a068-f68ebed037cd,Subestimaram o minicurso de comandos Linux do Eduardo. Moscaro. Tamo aprendendo muito.,26/09/2025 11:13
8b532002-32a9-47b8-a068-f68ebed037cd,Professores da noite poderiam liberar pra secom²,26/09/2025 11:18
7568d4e3-7c42-4c07-9246-161f8f144017,Compiladores é o maior terror deste curso kkkkk,26/09/2025 11:18
ef513315-04b4-49b0-ae60-0cfd18608054,Muito produtivo.,26/09/2025 11:19
7568d4e3-7c42-4c07-9246-161f8f144017,"Ótimos Coffee breaks, o café está sempre muito bom ",26/09/2025 11:19
8b532002-32a9-47b8-a068-f68ebed037cd,"Verdade né, será que a internet vai funcionar durante o encerramento?",26/09/2025 11:28
d0881343-b903-4573-aee3-c821f2e201de,Podia ter prêmio pro quarto e quinto lugar,26/09/2025 11:32
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,Ouvi falar bem do minicurso de IA!,26/09/2025 11:34
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,Ouvi falar bem do minicurso de Docker!,26/09/2025 11:34
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,Ouvi falar bem do minicurso da Nvidia!,26/09/2025 11:34
30a1d1e4-da0d-4f67-9908-6bc16a47ebc4,Solange aerasou!,26/09/2025 11:34
f89542a1-a135-47ef-879d-0bfa3b345d80,coffee breaks excelentes,26/09/2025 11:55
f89542a1-a135-47ef-879d-0bfa3b345d80,minicurso excepcional e enriquecedor,26/09/2025 11:55
32724cee-7c33-4b98-a90c-4d0203f9d84a,Tô ficando sem ideia para comentário.,26/09/2025 12:45
32724cee-7c33-4b98-a90c-4d0203f9d84a,Fim uma cripto moedas chamada AURA.,26/09/2025 12:46
32724cee-7c33-4b98-a90c-4d0203f9d84a,Agora tenho muita AURA.,26/09/2025 12:46
32724cee-7c33-4b98-a90c-4d0203f9d84a,Massa.,26/09/2025 12:46
4a38eef3-4375-45b4-b386-649cb518c20b,Nossa o Cursor de docker é mito legal!!,26/09/2025 12:54
700f7b0c-46a5-4f88-b605-7015d0660e2b,Ótimos minicursos,26/09/2025 12:54
700f7b0c-46a5-4f88-b605-7015d0660e2b,Bom conteúdo,26/09/2025 12:54
700f7b0c-46a5-4f88-b605-7015d0660e2b,Muito bom,26/09/2025 12:54
700f7b0c-46a5-4f88-b605-7015d0660e2b,Evento muito bom!,26/09/2025 12:54
a5551753-5cda-4641-bc94-7d92707ef19c,O minicurso de GPU precisa voltar ano que vem.,26/09/2025 13:00
226440c8-ce0c-42b8-a37b-8435e915955d,Adororando o mini curso,26/09/2025 13:02
226440c8-ce0c-42b8-a37b-8435e915955d,Ansiosa para o encerramento!!,26/09/2025 13:06
b843c3db-fc8f-45a6-8322-19b87391fa20,"Muito bom o mini curso, pena que é pouco tempo!!!",26/09/2025 13:07
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,A palestra de docker é muito boa,26/09/2025 13:07
98d481f0-cfc5-4976-9bfb-61e179be6958,Curso de engenharia de dados está muito bom.,26/09/2025 13:07
d0881343-b903-4573-aee3-c821f2e201de,"Gostaria que tivesse mais tempo de mini curso ",26/09/2025 13:08
f89542a1-a135-47ef-879d-0bfa3b345d80,alimentação nota 10,26/09/2025 13:08
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,"O palestrante do curso de docker é muito bom chamem ele de novo ",26/09/2025 13:09
b843c3db-fc8f-45a6-8322-19b87391fa20,"MyMobiConf está sendo incrível!!!
Ajudando muito a fazer uma SECOM ainda melhor.",26/09/2025 13:09
226440c8-ce0c-42b8-a37b-8435e915955d,Quero saber o resultado da gamejan !!!!!,26/09/2025 13:10
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,Estou na espera pelos sorteios no final da secom,26/09/2025 13:11
96a82185-2b89-4f00-9bf9-ab5b2fa5c8ce,Qual serão os prêmios sorteados na Secom hj???,26/09/2025 13:12
47cacf3f-e0f2-421b-a645-5e0efd6cc615,"O João do minicurso de Docker é muito foda ",26/09/2025 13:12
99899b5a-eb3d-4d67-a64f-a143f824a709,"O minicurso de Linux deveria ser parte do currículo do curso! Essencial, extremamente útil já desde o segundo período!",26/09/2025 13:13
43aca24c-d788-497e-8521-06df728eeaf8,Poderia ter mais 30 minutinhos o almoço,26/09/2025 13:16
19f49226-5a60-463b-85d3-ac562e4eddc4,"Dudu antunes é o goat dos minicursos, uma lenda",26/09/2025 13:16
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,Muitíssimo bom o minicurso do smart contract,26/09/2025 13:17
913cf695-2ce7-40c2-a996-ce8bff7ee32c,"Gente, essa secom está incrível!",26/09/2025 13:17
19f49226-5a60-463b-85d3-ac562e4eddc4,Minicurso de dados muito maneiro!,26/09/2025 13:17
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,Alguem quer um NFT?,26/09/2025 13:17
19f49226-5a60-463b-85d3-ac562e4eddc4,Animado pra premiação!,26/09/2025 13:17
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,Aceito doação de etherium ou bitcoin,26/09/2025 13:17
913cf695-2ce7-40c2-a996-ce8bff7ee32c,Já estou ansiosa pra SECOM de 2026,26/09/2025 13:18
19f49226-5a60-463b-85d3-ac562e4eddc4,Anisoso pro resultado da gamejam!,26/09/2025 13:18
913cf695-2ce7-40c2-a996-ce8bff7ee32c,O melhor evento do ano!❤️🏆,26/09/2025 13:19
daac9055-17a0-4775-bb21-9c0add9d45ec,Muito bom os minicursos,26/09/2025 13:20
913cf695-2ce7-40c2-a996-ce8bff7ee32c,O minicurso de Data Science está incrível!,26/09/2025 13:21
daac9055-17a0-4775-bb21-9c0add9d45ec,"Secom melhor semana ",26/09/2025 13:21
ef513315-04b4-49b0-ae60-0cfd18608054,Ótimo minicurso.,26/09/2025 13:22
daac9055-17a0-4775-bb21-9c0add9d45ec,"Ansiosa pelos resultados das competições ",26/09/2025 13:22
61070f87-e362-47bc-b690-aa075a9fd9b7,"Estou gostando muito do evento ",26/09/2025 13:27
61070f87-e362-47bc-b690-aa075a9fd9b7,"Muito informativo ",26/09/2025 13:28
37ec55d9-b848-47bd-9a33-f64afd2dd867,Bom,26/09/2025 13:28
37ec55d9-b848-47bd-9a33-f64afd2dd867,Bom,26/09/2025 13:28
37ec55d9-b848-47bd-9a33-f64afd2dd867,Bom,26/09/2025 13:28
37ec55d9-b848-47bd-9a33-f64afd2dd867,Bom,26/09/2025 13:28
d51c3bbb-185b-4a34-848a-607621bd7cc2,Bom!,26/09/2025 13:29
d51c3bbb-185b-4a34-848a-607621bd7cc2,Melhor minicurso data science com gpu!,26/09/2025 13:29
d51c3bbb-185b-4a34-848a-607621bd7cc2,Melhor secom,26/09/2025 13:30
d51c3bbb-185b-4a34-848a-607621bd7cc2,"Bom demais ",26/09/2025 13:30
c9e2374f-bf33-4003-b871-6ecb5ae22aee,Quero só ver o último coffee break 🤭,26/09/2025 13:30
c9e2374f-bf33-4003-b871-6ecb5ae22aee,"SECOM ",26/09/2025 13:30
f89542a1-a135-47ef-879d-0bfa3b345d80,ministrações dos minicursos são incrivelmente capacitados,26/09/2025 13:53
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,"Minicurso de muito aprendizado! ",26/09/2025 13:53
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,"Muito boa organização! ",26/09/2025 13:57
43aca24c-d788-497e-8521-06df728eeaf8,Arquitetura insana de contratos inteligentes,26/09/2025 13:58
43aca24c-d788-497e-8521-06df728eeaf8,"Ansioso pro resultado da maratona ",26/09/2025 13:59
db9bfd41-6887-42b5-af12-0353800ae182,"Gostei das palestras ",26/09/2025 14:04
db9bfd41-6887-42b5-af12-0353800ae182,"Podia até ter mais palestras ",26/09/2025 14:04
db9bfd41-6887-42b5-af12-0353800ae182,"Já estou esperando as do próximo ano ",26/09/2025 14:04
226440c8-ce0c-42b8-a37b-8435e915955d,Ja quero o coffee-break kkkkkkkkkk,26/09/2025 14:06
db9bfd41-6887-42b5-af12-0353800ae182,"Gostei da Secom ",26/09/2025 14:08
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,"Patrocínio da breadlife, uma das melhores parcerias! 🚀",26/09/2025 14:11
34c8353a-bcb4-4553-8c2d-fac1c5311ccd,"Muita coisa boa! ",26/09/2025 14:11
070db213-148d-45f2-8d8a-a0533d8ed2b1,Bem interessante os mini cursos,26/09/2025 14:13
070db213-148d-45f2-8d8a-a0533d8ed2b1,"Poderiam disponibilizar os materiais utilizados ",26/09/2025 14:13
3e72f254-acab-4aec-ad73-bf9dff9c21ad,Muito bom os minicursos,26/09/2025 14:31
3e72f254-acab-4aec-ad73-bf9dff9c21ad,"Ansiosa pelos resultados ",26/09/2025 14:31
2841ae4b-ef6a-4661-94a3-9777a70ec034,Mini curso da nvidia muito bem apresentado,26/09/2025 14:36
2841ae4b-ef6a-4661-94a3-9777a70ec034,O professor do curso da GPU é muito bem preparado sobre o assunto,26/09/2025 14:36
9ac1b61d-2b3d-4c00-9a56-6a31d2be082b,Infelizmente ta acabando...,26/09/2025 14:38
91c06250-9999-4019-95bb-12b3cfebb7ca,"Incrível o minicurso de docker ",26/09/2025 14:41
91c06250-9999-4019-95bb-12b3cfebb7ca,"Feliz em saber que ainda terá mais dias de secom, além dessa semana ",26/09/2025 14:41
8b532002-32a9-47b8-a068-f68ebed037cd,Tá osso,26/09/2025 14:43
f89542a1-a135-47ef-879d-0bfa3b345d80,"os temas dos minicursos são muito inovadores e interessantes ",26/09/2025 14:48
91c06250-9999-4019-95bb-12b3cfebb7ca,"Ansioso para ver os resultados da game jam, fiquei sabendo que o pessoal nem dormiu kkkkk",26/09/2025 14:54
98d481f0-cfc5-4976-9bfb-61e179be6958,Coffee break tá muito bom.,26/09/2025 14:55
ef513315-04b4-49b0-ae60-0cfd18608054,Aprendi muita coisa.,26/09/2025 15:00
f436cb6f-b331-4a0c-ba41-567a1f74ef05,"Vim procurando docker, e recebi muito mais",26/09/2025 15:05
667d742e-3fdf-457b-b63c-7a8befc9bee4,"O coffee break foi ótimo ",26/09/2025 15:05
667d742e-3fdf-457b-b63c-7a8befc9bee4,"O minicurso de docker foi ótimo ",26/09/2025 15:05
